school_name,new_code,region_id,zone_id,woreda_id,sector_id,ownership_id,established_year
KUULOO,S0423170502,4,142,1231,4,1,1997
LAAYTI INTERNATSONAL ACEADM,S0423170512,4,142,1231,4,4,2007
Laga Hamaa,S0423170522,4,142,1231,4,1,1963
Lakkuu,S0423170532,4,142,1231,4,1,1997
Mudhii,S0423170542,4,142,1231,4,1,2008
Nikolaas Sad1ffaa,S0423170552,4,142,1231,4,1,1951
Qaqallii,S0423170562,4,142,1231,4,1,1967
Qeeransa,S0423170572,4,142,1231,4,1,1969
ROOBAA,S0423170582,4,142,1231,4,1,2002
Saamtee,S0423170592,4,142,1231,4,1,1970
Samargeel,S0423170602,4,142,1231,4,1,1969
SAQAA,S0423170612,4,142,1231,4,1,1997
Sarkamaa,S0423170622,4,142,1231,4,1,1975
Shaanqoo,S0423170632,4,142,1231,4,1,2000
Sibiiluu,S0423170642,4,142,1231,4,1,1973
Somboo,S0423170652,4,142,1231,4,1,2005
SOOLEE,S0423170662,4,142,1231,4,1,2001
Tuulaa,S0423170672,4,142,1231,4,1,1969
TUULUU RIIFEENSAA,S0423170682,4,142,1231,4,1,2000
Umarbinu Kaxxab,S0423170692,4,142,1231,4,3,2000
UUDAA,S0423170702,4,142,1231,4,1,1998
Waddeesaa,S0423170712,4,142,1231,4,1,1972
FALLAANAA SADARKAA 2FFAA,S0423170723,4,142,1231,5,1,2006
Kombolchaa Sad2ffaa,S0423170733,4,142,1231,5,1,1978
QEERENSAA SAD. 2FFAA,S0423170743,4,142,1231,5,1,2008
BU'UURA BORUU KAAKOO,S0423170751,4,142,1231,3,1,2015
BU'UURA BORUU HAAMIDOO,S0423170761,4,142,1231,3,1,2015
BU'UURA BORUU EELA DIIMAA,S0423170771,4,142,1231,3,1,2015
BU'UURA BORUU HUNDEE BILISUMMAA,S0423170781,4,142,1231,3,1,2015
BU'UURA BORUU GOLA RAABOO,S0423170791,4,142,1231,3,1,2015
BU'UURA BORUU GODDEE,S0423170801,4,142,1231,3,1,2015
BU'UURA BORUU SOOLEE,S0423170811,4,142,1231,3,1,2015
BU'UURA BORUU IJAGINNAA,S0423170821,4,142,1231,3,1,2014
BU'UURA BORUU SAMARGEL,S0423170831,4,142,1231,3,1,2015
BU'UURA BORUU BAATEE,S0423170841,4,142,1231,3,1,2015
BU'UURA BORUU DIRREE,S0423170851,4,142,1231,3,1,2014
BU'UURA BORUU SARKAMA,S0423170861,4,142,1231,3,1,2015
BU'UURA BORUU HUJUBA GOOROO,S0423170871,4,142,1231,3,1,2015
BU'UURA BORUU GARGADUU,S0423170881,4,142,1231,3,1,2015
BU'UURA BORUU LAGA HAAMAA,S0423170891,4,142,1231,3,1,2015
BU'UURA BORUU DIRREE GARAADA,S0423170901,4,142,1231,3,1,2015
BU'UURA BORUU ABDII BORUU,S0423170911,4,142,1231,3,1,2014
BU'UURA BORUU NIKOLAAS,S0423170921,4,142,1231,3,1,2015
BU'UURA BORUU BILISUMMAA,S0423170931,4,142,1231,3,1,2015
BU'UURA BORUU FALANA KADIIR,S0423170941,4,142,1231,3,1,2015
BU'UURA BORUU IFTUHA,S0423170951,4,142,1231,3,1,2014
BU'UURA BORUU DHANQA,S0423170961,4,142,1231,3,1,2015
BU'UURA BORUU FALLANA XAAXEESSA,S0423170971,4,142,1231,3,1,2014
BU'UURA BORUU IFAA TOKKUMMAA,S0423170981,4,142,1231,3,1,2015
BU'UURA BORUU BIYYOO,S0423170991,4,142,1231,3,1,2015
BU'UURA BORUU JIRIME,S0423171001,4,142,1231,3,1,2015
BU'UURA BORUU SOMBOO,S0423171011,4,142,1231,3,1,2015
BU'UURA BORUU EEGUU,S0423171021,4,142,1231,3,1,2014
BU'UURA BORUU SIBIILU,S0423171031,4,142,1231,3,1,2015
BU'UURA BORUU MOGGOLOO,S0423171041,4,142,1231,3,1,2014
BU'UURA BORUU MOWLUUD,S0423171051,4,142,1231,3,1,2015
BU'UURA BORUU CAFFEE,S0423171061,4,142,1231,3,1,2015
BU'UURA BORUU MALKAA,S0423171071,4,142,1231,3,1,2015
BU'UURA BORUU ANIYYAA,S0423171081,4,142,1231,3,1,2015
BU'UURA BORUU GANDA YAASIN ,S0423171091,4,142,1231,3,1,2014
BU'UURA BORUU KOLBAA,S0423171101,4,142,1231,3,1,2014
BU'UURA BORUU SAAMTEE,S0423171111,4,142,1231,3,1,2015
BU'UURA BORUU AHAMAD IMAR,S0423171121,4,142,1231,3,1,2014
BU'UURA BORUU HAROO XAAXEESSAA,S0423171131,4,142,1231,3,1,2015
BU'UURA BORUU SAQAA,S0423171141,4,142,1231,3,1,2015
BU'UURA BORUU AFRAN QALLOO,S0423171151,4,142,1231,3,1,2015
BU'UURA BORUU QERRENSA,S0423171161,4,142,1231,3,1,2015
BU'UURA BORUU ARRUU,S0423171171,4,142,1231,3,1,2014
BU'UURA BORUU QAQALLII,S0423171181,4,142,1231,3,1,2015
BU'UURA BORUU GULEET,S0423171191,4,142,1231,3,1,2014
BU'UURA BORUU MUDHII,S0423171201,4,142,1231,3,1,2015
BU'UURA BORUU BADESSAA,S0423171211,4,142,1231,3,1,2014
BU'UURA BORUU WADESSA,S0423171221,4,142,1231,3,1,2015
BU'UURA BORUU HABIIB,S0423171231,4,142,1231,3,1,2015
BU'UURA BORUU GARANGARA,S0423171241,4,142,1231,3,1,2015
BU'UURA BORUU BIIFTUU,S0423171251,4,142,1231,3,1,2015
BU'UURA BORUU BAREENTO,S0423171261,4,142,1231,3,1,2015
BU'UURA BORUU ISKALE,S0423171271,4,142,1231,3,1,2015
BU'UURA BORUU BORU NAAF,S0423171281,4,142,1231,3,1,2014
Moodela Kombolchaa,S0423171292,4,142,1231,4,1,2015
HIBRAT,S0423180011,4,142,1232,3,6,2004
ABDII BORUU,S0423180022,4,142,1232,4,1,2007
ADU AMMAABAATEE,S0423180032,4,142,1232,4,1,1995
AFRAN QALLOO,S0423180042,4,142,1232,4,1,1990
ARREELEE FUNYAAN HARAA,S0423180052,4,142,1232,4,1,1973
ARREELEE HARAAS,S0423180062,4,142,1232,4,1,1970
ARROOJII,S0423180072,4,142,1232,4,1,2008
BAHAA BIIFTUU,S0423180082,4,142,1232,4,1,2000
Biftuu Bahaa,S0423180092,4,142,1232,4,1,2006
BIILII BALINAA,S0423180102,4,142,1232,4,1,1997
BURQAA GUDDINAA,S0423180112,4,142,1232,4,1,2003
BURQAA JAALALAA,S0423180122,4,142,1232,4,1,2006
Daandii guddinaa,S0423180132,4,142,1232,4,1,2006
Daawee 02,S0423180142,4,142,1232,4,1,1974
DHAQQABAAA,S0423180152,4,142,1232,4,1,2006
DOORANII,S0423180162,4,142,1232,4,1,1997
ELEMOO BIIFTUU,S0423180172,4,142,1232,4,1,2011
GABIIBAA KAAKOO,S0423180182,4,142,1232,4,1,1973
GABIIBAA WIIRTUU,S0423180192,4,142,1232,4,1,1962
GAFRA,S0423180202,4,142,1232,4,1,2005
GAFRAA BAATEE,S0423180212,4,142,1232,4,1,1997
GALDIID,S0423180222,4,142,1232,4,1,1972
GAMTAA QARSOO,S0423180232,4,142,1232,4,1,2006
Gooro Garbii,S0423180242,4,142,1232,4,1,2006
GUDDISA LAMMII,S0423180252,4,142,1232,4,1,2007
HAQA FILAA,S0423180262,4,142,1232,4,1,1982
HARAANFAMA,S0423180272,4,142,1232,4,1,2007
HULAA JANNATAA,S0423180282,4,142,1232,4,1,1967
IFAA GUDDINAA,S0423180292,4,142,1232,4,1,2006
ILUU BALINAA,S0423180302,4,142,1232,4,1,2001
Jirruu BAL'INAA,S0423180312,4,142,1232,4,1,1999
JIRUU GAMMACHUU,S0423180322,4,142,1232,4,1,1996
KARAYU,S0423180332,4,142,1232,4,1,2008
KURFAA CALLEE,S0423180342,4,142,1232,4,1,1955
LIGIDDEE,S0423180352,4,142,1232,4,1,1975
MADARASTUL TAQWAA,S0423180362,4,142,1232,4,2,2008
MADDA JAALALAA,S0423180372,4,142,1232,4,1,2001
MUSXAFAA HAAJII,S0423180382,4,142,1232,4,1,1998
ORDEE,S0423180392,4,142,1232,4,1,1998
RAASA JANNATAA,S0423180402,4,142,1232,4,1,1972
ROOB TOLAA,S0423180412,4,142,1232,4,1,2006
Sharaf Siilloo,S0423180422,4,142,1232,4,1,2007
USOO,S0423180432,4,142,1232,4,1,2007
WAAQJIRAA,S0423180442,4,142,1232,4,1,1969
Wali Barentoo,S0423180452,4,142,1232,4,1,2006
WIRTUU GUDDINAA,S0423180462,4,142,1232,4,1,2007
Kurfaacallee olaanaa sad.2ffaa,S0423180473,4,142,1232,5,1,1996
MANJOOL SAD.2FFAA,S0423180483,4,142,1232,5,1,2006
Bu'ura Boruu MADDA BEEKUMSAA,S0423180491,4,142,1232,3,1,2014
Bu'ura boruu  Wirtuu Ifaa,S0423180501,4,142,1232,3,1,2015
BU'URA BORUU HAROO GUDDIINAA,S0423180511,4,142,1232,3,1,2014
BU'URA BORUU USOO,S0423180521,4,142,1232,3,1,2015
BU'URA BORUU YABALOO,S0423180531,4,142,1232,3,1,2015
BU'URA BORUU JIRUU GAMMACHUU,S0423180541,4,142,1232,3,1,2014
BU'URA BORUU BAKKALCHA BARII,S0423180551,4,142,1232,3,1,2015
BU'URA BORUU KURREE,S0423180561,4,142,1232,3,1,2015
BU'URA BORUU ADUU BAATE,S0423180571,4,142,1232,3,1,2014
BU'URA BORUU DABBALLEE,S0423180581,4,142,1232,3,1,2014
BU'URA BORUU ILUU,S0423180591,4,142,1232,3,1,2015
BU'URA BORUU DARMASHEEK,S0423180601,4,142,1232,3,1,2014
BU'URA BORUU IFA BAAS,S0423180611,4,142,1232,3,1,2014
BB BURQAA BEEKUMSA,S0423180621,4,142,1232,3,1,2014
BB ODAA,S0423180631,4,142,1232,3,1,2015
BB DAANDII IFAA,S0423180641,4,142,1232,3,1,2015
BU'URA BORUU IFAA BORUU,S0423180651,4,142,1232,3,1,2015
BB HAQA FILAA,S0423180661,4,142,1232,3,1,2015
BB MAYRA JAALALAA,S0423180671,4,142,1232,3,1,2014
BB QAROO LAMMII,S0423180681,4,142,1232,3,1,2015
BB WALII BAREENTOO,S0423180691,4,142,1232,3,1,2015
BB MAYRA LALISAA,S0423180701,4,142,1232,3,1,2015
BB ABDII DHALOOTAA,S0423180711,4,142,1232,3,1,2015
BU'URA BORUU DAAWWEE,S0423180721,4,142,1232,3,1,2015
BB MADDA QAROOMINAA,S0423180731,4,142,1232,3,1,2015
BB HAWWII GUDDINAA,S0423180741,4,142,1232,3,1,2015
BB ELEMOO QILXUU,S0423180751,4,142,1232,3,1,2015
BB JAARRAA ABBAA GADAA,S0423180761,4,142,1232,3,1,2015
BB GUDDINA DAA'IMMANII,S0423180771,4,142,1232,3,1,2014
BB MAGAALAA KURFAA,S0423180781,4,142,1232,3,1,2015
BB GANDA SULEYMAN,S0423180791,4,142,1232,3,1,2015
BU'UURA BORUU Harawaaca,S0423190011,4,142,1233,3,1,2012
BU'UURA BORUU Jaaja,S0423190021,4,142,1233,3,1,2008
Abdii-booruu,S0423190032,4,142,1233,4,1,1997
Afran Qalloo,S0423190042,4,142,1233,4,1,2006
Ambifaar,S0423190052,4,142,1233,4,1,1997
Amma Baate,S0423190062,4,142,1233,4,1,2001
Areeree Jaalalaa,S0423190072,4,142,1233,4,1,1998
Baatee,S0423190082,4,142,1233,4,1,2006
Bakkoolaa,S0423190092,4,142,1233,4,1,2000
Ballattee,S0423190102,4,142,1233,4,1,1971
Bareedaa,S0423190112,4,142,1233,4,1,1979
Barihamoo,S0423190122,4,142,1233,4,1,1997
Barkumee,S0423190132,4,142,1233,4,1,2000
Battallee,S0423190142,4,142,1233,4,1,2001
Bishaan Burqaa,S0423190152,4,142,1233,1,1,2007
Biyyoo Quufaa,S0423190162,4,142,1233,4,1,2006
Boojjii,S0423190172,4,142,1233,4,1,1973
Bookkoo Balinaa,S0423190182,4,142,1233,4,1,1999
Boorayyoo,S0423190192,4,142,1233,4,1,1997
Burqaa Barakaa,S0423190202,4,142,1233,4,1,1978
Burqaa saawaa,S0423190212,4,142,1233,4,1,1996
Burraaqaa,S0423190222,4,142,1233,4,1,2008
BURRUNQEE,S0423190232,4,142,1233,4,1,2008
Caalaa,S0423190242,4,142,1233,4,1,2000
CABBII,S0423190252,4,142,1233,4,1,2008
Calleessoo,S0423190262,4,142,1233,4,1,1997
Dhaaba-kannisaa,S0423190272,4,142,1233,4,1,1997
Dhagaa Dheeraa,S0423190282,4,142,1233,4,1,1976
Dhooblee,S0423190292,4,142,1233,4,1,1995
Dhugaa Dubbatuu,S0423190302,4,142,1233,4,1,1977
Dibaalaa,S0423190312,4,142,1233,4,1,1994
Dirree Bal'oo,S0423190322,4,142,1233,4,1,1993
Dirree Jibrii,S0423190332,4,142,1233,4,1,1994
Dirree Quufaa,S0423190342,4,142,1233,4,1,1979
Dursituu,S0423190352,4,142,1233,4,1,1975
Ejeersa-liitii,S0423190362,4,142,1233,4,1,1997
Fullee Nagaya,S0423190372,4,142,1233,4,1,1997
Fulleensa,S0423190382,4,142,1233,4,1,1972
Garbii,S0423190392,4,142,1233,4,1,2006
Gobeensaa,S0423190402,4,142,1233,4,1,2006
Haaraw,S0423190412,4,142,1233,4,1,1964
Haqa Muliis,S0423190422,4,142,1233,4,1,1996
Harawaacaa,S0423190432,4,142,1233,4,1,1951
HAWWII GUDDINAA,S0423190442,4,142,1233,4,1,2009
Hundee Jaalalaa,S0423190452,4,142,1233,4,1,1997
Ibsaa,S0423190462,4,142,1233,4,1,1973
Ifa- baas,S0423190472,4,142,1233,4,1,1997
Ifaa -gammachuu,S0423190482,4,142,1233,4,1,1997
Ifaa Guddiinaa,S0423190492,4,142,1233,4,1,2006
Ifaa Guutuu,S0423190502,4,142,1233,4,1,1998
Ija Waacuu,S0423190512,4,142,1233,4,1,1998
Jaajaa Sad.1ffaa,S0423190522,4,142,1233,4,1,1967
Jaalata Misoomaa,S0423190532,4,142,1233,4,1,2002
Kalaalaa,S0423190542,4,142,1233,4,1,1998
Kufakaas,S0423190552,4,142,1233,4,1,1977
Kullubaas,S0423190562,4,142,1233,4,1,2006
Madda Jaalalaa,S0423190572,4,142,1233,4,1,1973
Madirastanuur,S0423190582,4,142,1233,4,3,1969
MADRASATUL JAAJAA,S0423190592,4,142,1233,4,3,2000
Makkalaa,S0423190602,4,142,1233,4,1,1997
Makkanisaa,S0423190612,4,142,1233,4,1,1997
Mandaa,S0423190622,4,142,1233,4,1,2006
Miillaab,S0423190632,4,142,1233,4,1,2001
Milkaawa,S0423190642,4,142,1233,4,1,1999
Molee Sheekaa,S0423190652,4,142,1233,4,1,1999
Najaata,S0423190662,4,142,1233,4,1,1996
Obbii,S0423190672,4,142,1233,4,1,1943
Odaa Roobaa,S0423190682,4,142,1233,4,1,2006
Odaa Saara,S0423190692,4,142,1233,4,1,2006
Qoree,S0423190702,4,142,1233,4,1,1969
Qummuxxoo,S0423190712,4,142,1233,4,1,2001
Quufanziq,S0423190722,4,142,1233,4,1,1973
Roobdiyaa,S0423190732,4,142,1233,4,1,1981
ROQAA KARRAA,S0423190742,4,142,1233,4,1,2008
Saqaa,S0423190752,4,142,1233,4,1,2000
Shaam,S0423190762,4,142,1233,4,1,1999
Siibaa,S0423190772,4,142,1233,4,1,1999
Sookkee,S0423190782,4,142,1233,4,1,2006
Soolee,S0423190792,4,142,1233,4,1,2006
Suulula Raammiis,S0423190802,4,142,1233,4,1,2006
SUWWEE,S0423190812,4,142,1233,4,1,2008
Tarkaanfataa,S0423190822,4,142,1233,4,1,1992
Tokkummaa Irree,S0423190832,4,142,1233,4,1,1977
Tulluu Beekkumsaa,S0423190842,4,142,1233,4,1,2001
Tuuta Kanniisaa,S0423190852,4,142,1233,4,1,2005
Waayyuu Bakkoo,S0423190862,4,142,1233,4,1,1989
Waayyuu Caffe,S0423190872,4,142,1233,4,1,1992
Waltahaa,S0423190882,4,142,1233,4,1,1998
AMBOO JALALAA,S0423190892,4,142,1233,4,1,2006
yaatuu,S0423190902,4,142,1233,4,1,2006
Burqaa Saawwaa,S0423190913,4,142,1233,5,1,2008
HARAW,S0423190923,4,142,1233,5,1,2006
Harawaaca sad2ffaa,S0423190933,4,142,1233,5,1,1998
IFA BORUU WAAYYUU CAFFEE,S0423190943,4,142,1233,5,1,2014
Jaaja Sad.2ffaa,S0423190953,4,142,1233,5,1,1998
BU'UURA BORUU IFAA GUUTUU,S0423190961,4,142,1233,3,1,2015
BU'UURA BORUU HUNDEE JALALAA,S0423190971,4,142,1233,3,1,2015
BU'UURA BORUU URJII SAQAA,S0423190981,4,142,1233,3,1,2015
BU'UURA BORUU IFA BAAS,S0423190991,4,142,1233,3,1,2014
BU'UURA BORUU AMBIFAAR,S0423191001,4,142,1233,3,1,2015
BU'UURA BORUU GOBEENSAA,S0423191011,4,142,1233,3,1,2015
BU'UURA BORUU FULLEE NAGAYAA,S0423191021,4,142,1233,3,1,2014
BU'UURA BORUU QUFAANZIIQ,S0423191031,4,142,1233,3,1,2015
BU'UURA BORUU HAQA MULLIIS,S0423191041,4,142,1233,3,1,2015
BU'UURA BORUU DIRREE  ,S0423191051,4,142,1233,3,1,2015
BU'UURA BORUU BARKUMEE,S0423191061,4,142,1233,3,1,2015
BU'UURA BORUU BALLATTEE,S0423191071,4,142,1233,3,1,2015
BU'UURA BORUU DHAABA KAANNISAA,S0423191081,4,142,1233,3,1,2015
BU'UURA BORUU MOLEE SHEEKA,S0423191091,4,142,1233,3,1,2015
Bu'uura Boruu Dhagaa dheera,S0423191101,4,142,1233,3,1,2015
BU'UURA BORUU  ROOBDIYAA,S0423191111,4,142,1233,3,1,2015
BU'UURA BORUU  HAWWII GUDDINAA,S0423191121,4,142,1233,3,1,2015
BU'UURA BORUU KUFA KAAS,S0423191131,4,142,1233,3,1,2015
BU'UURA BORUU BURQA SAWAA,S0423191141,4,142,1233,3,1,2014
Bu'uura Boruu Tarkaanfata,S0423191151,4,142,1233,3,1,2015
BU'UURA BORUU TOKKUMMAA IRREE,S0423191161,4,142,1233,3,1,2015
Bu'uura Boruu Maddaa jalalaa,S0423191171,4,142,1233,3,1,2014
BU'UURA BORUU TUUTAA KANNISAA,S0423191181,4,142,1233,3,1,2015
BU'UURA BORUU DHUGAA DUBBATTUU,S0423191191,4,142,1233,3,1,2014
BU'UURA BORUU  BARIHAMOO,S0423191201,4,142,1233,3,1,2015
BU'UURA BORUU BOOJJII,S0423191211,4,142,1233,3,1,2015
BU'UURA BORUU AREEREE JALALAA,S0423191221,4,142,1233,3,1,2015
BU'UURA BORUU BURQAA BEEKUMSAA,S0423191231,4,142,1233,3,1,2014
BU'UURA BORUU NAJAATA,S0423191241,4,142,1233,3,1,2014
BU'UURA BORUU CALLEESSOO,S0423191251,4,142,1233,3,1,2015
BU'UURA BORUU DIRREE BALLOO,S0423191261,4,142,1233,3,1,2014
BU'UURA BORUU DIBAALA,S0423191271,4,142,1233,3,1,2015
BU'UURA BORUU HAROW,S0423191281,4,142,1233,3,1,2014
BU'UURA BORUU IBSAA,S0423191291,4,142,1233,3,1,2015
BU'UURA BORUU WAYYUU BOKKOO,S0423191301,4,142,1233,3,1,2015
BU'UURA BORUU  BURRUNQEE,S0423191311,4,142,1233,3,1,2015
BU'UURA BORUU EJARSA LIXII,S0423191321,4,142,1233,3,1,2015
BU'UURA BORUU FULLEENSAA,S0423191331,4,142,1233,3,1,2015
BU'UURA BORUU MILKAWAA,S0423191341,4,142,1233,3,1,2015
BU'UURA BORUU MIILLAAB,S0423191351,4,142,1233,3,1,2015
BU'UURA BORUU DHOOBLE,S0423191361,4,142,1233,3,1,2015
BU'UURA BORUU CAALAA,S0423191371,4,142,1233,3,1,2014
BU'UURA BORUU WAYYUU CAFFEE,S0423191381,4,142,1233,3,1,2014
BU'UURA BORUU BURQAA BARAKAA,S0423191391,4,142,1233,3,1,2015
BU'UURA BORUU MAKKANNISAA,S0423191401,4,142,1233,3,1,2015
BU'UURA BORUU IFAA GAMMACHUU,S0423191411,4,142,1233,3,1,2015
BU'UURA BORUU QOREE,S0423191421,4,142,1233,3,1,2012
BU'UURA BORUU BAREEDA,S0423191431,4,142,1233,3,1,2015
BU'UURA BORUU BORAYYOO,S0423191441,4,142,1233,3,1,2015
BU'UURA BORUU OBBII,S0423191451,4,142,1233,3,1,2015
Bu'uura Boruu Dursituu ,S0423191461,4,142,1233,3,1,2015
DIRREE KUBBAA,S0423200016,4,142,1234,1,1,2008
Rabbumaan,S0423200021,4,142,1234,3,4,2010
Aloolaa,S0423200032,4,142,1234,4,1,1996
Biiqqoo,S0423200042,4,142,1234,4,1,1995
Bortoloo,S0423200052,4,142,1234,4,1,2008
Burqa Gaalchoo,S0423200062,4,142,1234,4,1,1998
Burqaa Jannataa,S0423200072,4,142,1234,4,1,1996
Calloo,S0423200082,4,142,1234,4,1,2001
Ciirraa,S0423200092,4,142,1234,4,1,1993
Culul- 07,S0423200102,4,142,1234,4,1,1991
Dorrobaa,S0423200112,4,142,1234,4,1,1998
Gabiibdaa,S0423200122,4,142,1234,4,1,1996
Ganda Boree,S0423200132,4,142,1234,4,1,2000
Ganda Callaa,S0423200142,4,142,1234,4,1,2001
Gola Eelaa,S0423200152,4,142,1234,4,1,2004
Gola Odaa,S0423200162,4,142,1234,4,1,2001
Gola Soddoma,S0423200172,4,142,1234,4,1,1994
Gooroo Nagaya,S0423200182,4,142,1234,4,1,1996
Gugguuf,S0423200192,4,142,1234,4,1,2001
Hara Waraabuu,S0423200202,4,142,1234,4,1,2001
Haro Adii,S0423200212,4,142,1234,4,1,1998
Ifaa Guddiina,S0423200222,4,142,1234,4,1,2007
Jiruu Gammachuu,S0423200232,4,142,1234,4,1,1996
laga Jibrii,S0423200242,4,142,1234,4,1,2000
Madda jaalalaa,S0423200252,4,142,1234,4,1,2008
MADRASATOOHID,S0423200262,4,142,1234,4,3,2011
Mayuu sadarkaa 1ffaa,S0423200272,4,142,1234,4,1,1953
Mojo Waldayaa,S0423200282,4,142,1234,4,1,1993
Mulluqqee,S0423200292,4,142,1234,4,1,1996
Qaalluu,S0423200302,4,142,1234,4,1,2001
Qilee,S0423200312,4,142,1234,4,1,2000
Saarkoo,S0423200322,4,142,1234,4,1,2000
SABEE,S0423200332,4,142,1234,4,1,2007
SANGOO,S0423200342,4,142,1234,4,1,2009
Tokkumma Jaalalaa,S0423200352,4,142,1234,4,1,2000
Tulluu marfataa,S0423200362,4,142,1234,4,1,2014
IFABORU IFABAAS SAD.2FFAA,S0423200373,4,142,1234,5,1,2014
Mayyu Sad 2ffaa,S0423200383,4,142,1234,5,1,1999
BU'URA BORUU ALII BIRRAA,S0423200391,4,142,1234,3,1,2015
BU'URA BORUU ALOOLA,S0423200401,4,142,1234,3,1,2015
BU'URA BORUU HUSSEENOO,S0423200411,4,142,1234,3,1,2015
BU'URA BORUU GANDA QAALLUU,S0423200421,4,142,1234,3,1,2015
BU'URA BORUU  EERBEE,S0423200431,4,142,1234,3,1,2015
BU'URA BORUU JIMOO,S0423200441,4,142,1234,3,1,2015
BU'URA BORUU  LIMAAY,S0423200451,4,142,1234,3,1,2015
BU'URA BORUU JAARRAA ABBAAGADAA,S0423200461,4,142,1234,3,1,2015
BU'URA BORUU  DHALOOTA  QUBEE,S0423200471,4,142,1234,3,1,2015
BU'URA BORUU  SABEE  LAGAA,S0423200481,4,142,1234,3,1,2015
BU'URA BORUU  DIDDIIMTUU,S0423200491,4,142,1234,3,1,2015
BU'URA BORUU  HUSEE,S0423200501,4,142,1234,3,1,2015
BU'URA BORUU  BAKAR  WAAREE,S0423200511,4,142,1234,3,1,2015
ROOHOBOOT,S0423210011,4,142,1235,3,6,2001
URJII BARII,S0423210021,4,142,1235,3,4,2010
Abdii Guddinaa,S0423210032,4,142,1235,4,1,2008
ABDII BORUU,S0423210042,4,142,1235,4,1,2006
Agamtii,S0423210052,4,142,1235,4,1,1997
AWUFAXAN,S0423210062,4,142,1235,4,1,2007
Barkumee Handaqaa,S0423210072,4,142,1235,4,1,2000
Beeranee,S0423210082,4,142,1235,4,1,1975
BIIFTUU BAL'AA,S0423210092,4,142,1235,4,1,2005
Biiftuu Oromiyaa,S0423210102,4,142,1235,4,1,2000
Bikkiyyee,S0423210112,4,142,1235,4,1,1968
Bimbaarad,S0423210122,4,142,1235,4,1,1999
BIYYOO GUDDINA,S0423210132,4,142,1235,4,1,2007
Burqaa Jaalalaa Lakk.2,S0423210142,4,142,1235,4,1,1998
CAFFEE KATABEE,S0423210152,4,142,1235,4,1,2006
Calanqoo Lakk.1,S0423210162,4,142,1235,4,1,1986
Calanqoo Haraa,S0423210172,4,142,1235,4,1,1996
Calanqoo Lakk.2,S0423210182,4,142,1235,4,1,1972
Calanqoo Lolaa,S0423210192,4,142,1235,4,1,1968
Cilaaloo fi Geeloo,S0423210202,4,142,1235,4,1,1977
Daaboota,S0423210212,4,142,1235,4,1,1995
Dhoqqee,S0423210222,4,142,1235,4,1,1967
Dhoqqee Lakk.1,S0423210232,4,142,1235,4,1,1997
Dhoqqee Lakk 2,S0423210242,4,142,1235,4,1,1999
DODDOTII,S0423210252,4,142,1235,4,1,2007
Duuyda Eelaa Lakk.2,S0423210262,4,142,1235,4,1,1995
Duuyda Eelaa,S0423210272,4,142,1235,4,1,1969
Duuyda Haaraa,S0423210282,4,142,1235,4,1,2007
Eela Habroo,S0423210292,4,142,1235,4,1,1968
Falmattuu Sabaa,S0423210302,4,142,1235,4,1,1997
GAARA JABAA,S0423210312,4,142,1235,4,1,2007
Gadarraa,S0423210322,4,142,1235,4,1,1974
Gambeela,S0423210332,4,142,1235,4,1,1979
Gammachuu Duusee,S0423210342,4,142,1235,4,1,1997
Gaara Bofaa,S0423210352,4,142,1235,4,1,2006
GARMAAM,S0423210362,4,142,1235,4,1,2013
Geeloo,S0423210372,4,142,1235,4,1,2002
Goffisa,S0423210382,4,142,1235,4,1,1992
Gooroo Bubbee,S0423210392,4,142,1235,4,1,2000
GUUTAA,S0423210402,4,142,1235,4,1,2003
Haawwii Guddiinaa,S0423210412,4,142,1235,4,1,2008
Hallayyoo Bal'aa,S0423210422,4,142,1235,4,1,1982
Haqabaas Lakk.2,S0423210432,4,142,1235,4,1,1993
Haqabaas Lakk.3,S0423210442,4,142,1235,4,1,2000
Harawoo,S0423210452,4,142,1235,4,1,1972
Harawoo Lakk.1,S0423210462,4,142,1235,4,1,2000
Huuboo Maalaqaa,S0423210472,4,142,1235,4,1,1989
Ifaa Jaalalaa,S0423210482,4,142,1235,4,1,2000
ILIILII BIIRRAA,S0423210492,4,142,1235,4,1,2007
ITTISA QOOLOO,S0423210502,4,142,1235,4,1,1979
JAARRAA ABBAA GADAA,S0423210512,4,142,1235,4,1,2009
Jilboo,S0423210522,4,142,1235,4,1,2007
JIRUU JAALALAA,S0423210532,4,142,1235,4,1,2005
Kaarra Roorrisaa,S0423210542,4,142,1235,4,1,2000
Korommii,S0423210552,4,142,1235,4,1,1967
Madarasa Fatihi,S0423210562,4,142,1235,4,1,2001
Malkaa Walabaa,S0423210572,4,142,1235,4,1,1999
MOODELA QULLUBBII SAD.1FFAA,S0423210582,4,142,1235,4,1,2011
Mudhii,S0423210592,4,142,1235,4,1,1972
MUDHII LAKK-2,S0423210602,4,142,1235,4,1,2006
MURTII GUUTOO,S0423210612,4,142,1235,4,1,1995
Odaa Waltahaa,S0423210622,4,142,1235,4,1,1997
Qabbanaawaa,S0423210632,4,142,1235,4,1,2009
Qiilxuu Guddaa,S0423210642,4,142,1235,4,1,2008
Qilxuu Hulee,S0423210652,4,142,1235,4,1,2004
Qullubbii Madarasaa,S0423210662,4,142,1235,4,1,1988
Qullubbii Gadaam Sad.1ffaa,S0423210672,4,142,1235,4,1,1989
